position_name,job_keywords
服务业-宠物服务-宠物医生,"诊断治疗,宠物护理,客户服务,兽医学知识,紧急处理"
技术-通信-通信研发工程师,无线通信技术研究与应用，协议栈开发和维护
教育培训-特长培训-钢琴教师,"钢琴教学,学生管理,音乐会准备,招生辅助,家长沟通"
医疗健康-生物制药-生物学研究人员,"生物制品研发,细胞培养技术,分子生物学实验,生物信息学分析,免疫学检测方法"
教育培训-教师-早教老师,"早教知识,儿童心理,教学方法,课程设计,亲和力强"
服务业-餐饮-凉菜厨师,"凉菜制作,厨房卫生,食材采购,质量控制,凉菜研发"
技术-人工智能-大模型算法,"大模型算法,深度学习,模型训练,AI研发,算法优化"
房地产/建筑-工程管理-施工员,"施工管理,质量控制,技术指导,项目协调,安全生产监管"
服务业-汽车服务-汽车美容,"汽车美容,抛光打蜡,太阳膜施工,内饰清洗,客户服务"
服务业-安保/家政/维修-护工,"养老护理,生活照料,基础护理,心理护理,康复护理"
技术-后端开发-.NET,"技术-后端开发-.NET,C#编程,WinForm开发,数据库管理,模块设计编码"
生产制造-技工/普工-焊工,"焊接技术,手工操作,金属加工,焊接安全,质量检验"
销售-销售-销售专员,"销售技巧,客户服务,市场开发,产品销售,网络营销"
技术-高端技术职位-技术总监,"技术管理,研发团队领导,产品规划与设计,高端技术战略,项目协调与执行"
销售-课程销售-课程顾问,"课程销售,客户服务,市场推广,招生管理,业务拓展"
市场-市场/营销-APP推广,"市场推广,地推拉新,客户关系,APP推广策略,资源置换合作"
人力/财务/行政-行政-文员,"文件管理,行政支持,数据录入,文书工作,会议安排"
传媒-影视媒体-剧本杀主持人,"剧本杀主持,客户服务,角色扮演,游戏管理,体验优化"
服务业-餐饮-调酒师,"鸡尾酒制作,顾客服务,酒品知识,创意调配,氛围营造"
技术-运维/技术支持-运维开发工程师,"PHP编程,数据库操作,自动化工具开发,CI/CD平台搭建,架构设计"
房地产/建筑-建筑/规划设计-建筑工程师,"设计优化,结构分析,施工管理,法规遵守,设计创新"
技术-项目管理-项目经理/主管,"项目管理,技术方案制定,成本控制,团队领导,风险管理"
教育培训-特长培训-舞蹈老师,"舞蹈教学,舞蹈编排,艺术表现,教育培训,学员指导"
技术-后端开发-其他后端开发,"后端开发,编程语言,系统设计,算法优化,项目管理"
销售-服务业销售-美容顾问,"美容产品知识,客户服务技巧,销售业绩达成,产品推广方案,美容咨询服务"
服务业-美容保健-化妆师,"化妆服务,儿童摄影,造型设计,婚纱照拍摄,形象打造"
运营-运营-直播运营,"运营策略制定与执行,直播内容策划,互动与氛围营造,数据分析与优化,主播培训与管理"
教育培训-特长培训-书法教师,"书法教学,家长沟通,课程设计,教案准备,硬笔教学"
教育培训-特长培训-机器人教师,"机器人编程教学,乐高教学,竞赛指导,家长沟通,课程设计与研发"
教育培训-特长培训-健身教练,"健身指导,课程教学,会员服务,教练技能,训练计划制定"
设计-视觉/交互设计-修图师,"视觉审美,图像编辑,创意设计,色彩感知,布局调整"
生产制造-生产营运-生产设备管理员,"自动化设备维护,生产设备管理,设备维护计划,保养与操作规程,生产质量控制"
技术-项目管理-需求分析工程师,"需求分析,项目管理,技术专长,沟通协调,解决方案设计"
传媒-采编/写作/出版-校对录入,"校对录入,档案数字化,数据录入与核对,图像处理,教辅材料编辑"
运营-运营-社区运营,社群活跃度。
人力/财务/行政-财务-成本会计,"成本核算,财务管理,预算控制,成本分析,成本会计报告"
房地产/建筑-工程管理-建筑施工项目经理,"土木工程,项目管理,施工监督,现场管理,质量控制"
服务业-美容保健-采耳师,"采耳服务,顾客护理,卫生安全,服务技巧,技能培训"
技术-人工智能-推荐算法,"机器学习,数据分析,算法优化,推荐系统,Python编程"
运营-运营-网站运营,"运营管理,内容更新,SEO优化,推广策略,数据分析"
服务业-安保/家政/维修-保安,"巡逻监控,应急处理,安全检查,客户服务,形象维护"
服务业-零售-导购,"商品销售,客户服务,货品管理,促销活动,店铺运营"
技术-硬件开发-系统集成,"硬件设计,系统集成,项目管理,技术方案,项目交付"
供应链/物流-交通/运输-无人机飞手,飞行、飞行计划制定、飞行数据分析、航线勘察、飞行安全保障。
技术-人工智能-规控算法,算法测试。
金融-中后台-金融产品经理,"金融产品设计,风险评估,市场分析,投资策略,客户关系管理"
供应链/物流-物流-物流/仓储项目经理,"物流管理,项目协调,仓储优化,运输调度,成本控制"
技术-人工智能-自然语言处理算法,"算法研发,自然语言处理,模型优化,算法调参,数据分析"
金融-证券/基金/期货-证券交易员,"交易策略,市场分析,资金运作,风险控制,盈利目标"
生产制造-技工/普工-木工,"木工技艺,生产制造,手工制作,家具制造,精细操作"
销售-广告/会展销售-会议活动销售,"会议活动销售,客户邀约,产品介绍,成交能力,市场活动组织"
人力/财务/行政-财务-财务分析/财务BP,"供应链管理,财务分析,预算管理,成本控制,战略决策支持"
传媒-影视媒体-后期制作,"后期制作,视频剪辑,特效合成,创意策划,素材管理"
市场-公关媒介-广告客户执行,"广告客户执行,客户需求沟通,项目管理协调,市场媒介策略,创意内容提案"
运营-运营-内容审核,"内容审核,客户服务,数据录入,团队管理,风险控制"
其他-其他职位类别-其他职位,"其他职位,综合能力,项目管理,团队合作,策略规划"
教育培训-特长培训-播音主持教师,"播音主持教学,语言艺术,学生指导,课程研发,口才培训"
运营-运营-车辆运营,"运营管理,车辆调度,客户服务,团队管理,事故处理"
设计-非视觉设计-陈列设计,"空间布局,创意设计,陈列美感,展示技术,视觉营销"
教育培训-教师-地理教师,"教授高中地理,制定教学计划,学科研究与教材编写,个性化教学与辅导,学生成绩提升"
市场-市场/营销-市场营销,"市场推广,客户关系管理,销售策略,市场调研,品牌建设"
咨询/翻译/法律-咨询/调研-IT咨询顾问,数字化转型咨询、业务流程优化、IT治理等。
教育培训-教师-日语教师,"高中日语教学,教研活动,班级管理,高考备考指导,学生评估与反馈"
咨询/翻译/法律-咨询/调研-心理咨询师,"心理咨询,情绪支持,心理评估,咨询技巧,心理治疗"
生产制造-技工/普工-弱电工,"弱电系统维护,设备维修保养,电气操作,工程巡检,系统施工监控"
供应链/物流-物流-物流运营,"物流运营,团队管理,数据分析,客户服务,操作监控"
房地产/建筑-工程管理-测绘/测量,"测量技术,工程监督,地理信息系统,图纸处理,建筑规划"
旅游-旅游服务-票务员,"客户服务,票务操作,旅游信息,接待咨询,数据录入"
服务业-安保/家政/维修-安检员,"安检检查,秩序维护,安全检查设备,行李扫描,地铁站工作"
生产制造-技工/普工-钳工,"钳工技术,机械装配,设备调试,制图解读,质量控制"
生产制造-化工-化妆品研发,"化妆品研发,配方优化,产品测试,市场调研,科学传播"
服务业-餐饮-服务员,"服务态度,餐饮服务,顾客满意,卫生保持,基本餐饮技能"
农/林/牧/渔-农业/林业-农业/林业技术员,"农作物种植,土壤管理,农业技术推广,林业种植,生态保护"
金融-保险-保险理赔,"理赔处理,风险评估,保险条款,客户服务,案件审核"
咨询/翻译/法律-律师-事务所律师,"案件处理,法律咨询,合同审查,客户维护,合伙事务管理"
技术-电子/半导体-集成电路IC设计,"集成电路设计,数字IC设计,模拟IC设计,版图设计,高端智能芯片"
生产制造-汽车制造-汽车设计,"智能座舱设计,汽车内外饰设计,模型手工造型,3D/2D建模,正向/逆向建模"
运营-运营-用户运营,"社群活跃度提升,用户增长策略,数据分析优化,社群运营维护,活动策划执行"
教育培训-特长培训-乒乓球教练,"技术指导,教学方法,乒乓球技巧,训练规划,运动心理学"
服务业-美容保健-养发师,"养发护理,头皮护理,客户服务,产品推荐,技能培训"
生产制造-技工/普工-水电工,"水电安装维修,设备维护保养,工程施工指导,安全检查,水电系统维护"
服务业-美容保健-美体师,"美容护理,身体护理,皮肤管理,服务技巧,技术提升"
服务业-餐饮-烧烤师傅,"烧烤制作,食材腌制,串肉工作,菜品创新,卫生清洁"
房地产/建筑-工程管理-工程监理,"工程监理,质量监督,施工管理,风险控制,项目协调"
服务业-餐饮-奶茶店店员,"接待顾客,饮品制作,店内卫生维护,收银管理,团队协作"
医疗健康-医生/医技-眼科医生,诊断、治疗、手术、病历管理、顾客沟通、科研教学。
人力/财务/行政-财务-财务顾问,财务报表等。
教育培训-教师-物理教师,"教育培训,物理学科教学,学生成绩提升,教学管理与研发,家校沟通协调"
销售-服务业销售-会籍顾问,"客户关系,销售策略,服务业经验,会籍营销,业绩目标"
房地产/建筑-房地产规划开发-房地产策划,"房地产规划,市场分析,项目开发,营销推广,规划设计"
教育培训-教师-高中教师,"高中教学,学科知识传授,教研活动参与,个性化教学方案,课程讲授与管理"
技术-后端开发-Python,"后端开发,Python编程,数据处理,数据库操作,爬虫技术"
运营-运营-游戏运营,"游戏内容运营,用户增长策略,数据分析优化,跨部门协调,市场推广活动"
销售-销售-渠道销售,"渠道开发,销售策略,业绩目标,客户管理,产品推广"
生产制造-技工/普工-机修工,"机修技术,设备维护,故障排除,日常保养,安全管理"
服务业-酒店-客房经理,"客房管理,员工培训,服务质量监督,物资控制,客房卫生检查"
人力/财务/行政-法务-法务专员/助理,"合同管理,法律咨询,法务审核,法律文档处理,知识产权保护"
人力/财务/行政-财务-会计,会计师事务所等）的良好关系。
服务业-美容保健-美发助理/学徒,"美发助理,烫染技术,洗护服务,客户接待,学徒学习"
服务业-零售-卖场经理,"服务管理,销售策略,团队领导,顾客关系,商店运营"
设计-视觉/交互设计-网页设计师,"设计,用户体验,网页布局,视觉元素,色彩搭配"
旅游-旅游服务-导游,"旅游服务,导游讲解,客户沟通,景点规划,安全管理"
市场-政府事务-项目申报专员,"政府关系,项目管理,政策研究,申报文书,市场调研"
金融-中后台-资产评估,"资产评估,资产管理,不良资产处置,估值核算,项目管理"
市场-市场/营销-市场策划,市场调研、品牌推广、活动策划、文案撰写。
服务业-汽车服务-二手车评估师,"二手车评估,车辆检测,收购管理,价格评估,市场分析"
生产制造-技工/普工-搬运工/装卸工,"装卸搬运,货物管理,仓库操作,物流配送,质量控制"
教育培训-教育行政-校长/副校长,"管理能力,教育规划,团队领导,行政事务,策略制定"
技术-前端/移动开发-Cocos,"Cocos开发,游戏功能模块,客户端性能优化,技术研究与应用,SDK接入与维护"
服务业-汽车服务-汽车服务顾问,"汽车服务,客户沟通,维修知识,服务流程,顾问咨询"
生产制造-机械设计/制造-热设计工程师,"热设计工程师,热仿真分析,散热方案设计,热管理系统开发,设备操作"
生产制造-生产营运-生产计划/物料管理(PMC),"生产制造,物料计划,生产调度,库存管理,生产效率"
人力/财务/行政-人力资源-员工关系,"员工关系管理,招聘流程,培训发展,组织文化,劳动法规"
技术-后端开发-C/C++,"后端开发,C/C++编程,算法集成,系统架构设计,Linux环境编程"
运营-高端运营职位-运营总监,"战略规划,团队管理,运营优化,业绩分析,领导力"
服务业-酒店-酒店前台,前台操作系统、客户服务、账务处理、接待礼仪、客房预定管理。
高级管理-高级管理职位-高级管理职位,"高级管理,团队建设,业务拓展,项目管理,公司战略规划"
生产制造-生产营运-生产组长/拉长,"生产管理,人员培训,质量控制,生产调度,安全生产"
生产制造-技工/普工-氩弧焊工,"氩弧焊接,不锈钢焊接,标识牌焊接,焊接技术应用,设备操作和维护"
教育培训-教师-托管老师,"学生管理,课程辅导,安全监护,家长沟通,责任心强"
服务业-零售-防损员,"服务意识,安全巡逻,防损策略,应急处理,客户服务"
服务业-汽车服务-洗车工,"洗车服务,汽车美容,客户服务,洗车工艺,内饰清洁"
医疗健康-生物制药-生物信息工程师,"生物信息分析,基因序列处理,生物制药研究,数据管理,统计建模"
销售-销售行政/商务-商务专员,"销售,客户关系管理,商务谈判,销售策略制定,直播带货合作"
生产制造-环保-环评工程师,"环保报告编制,环评技术管理,应急预案制定,现场调研,环保合规咨询"
教育培训-教师-初中教师,"教育经验,教学方法,学科知识,学生指导,评估反馈"
采购/贸易-采购-供应商质量工程师,"供应链管理,质量评估,供应商审核,质量改善,6σ方法"
供应链/物流-仓储-仓库管理员,"仓库管理,库存控制,货物分拣,货物出入,物流协调"
人力/财务/行政-财务-财务总监/VP,税务管理、财务报告、团队建设与领导
教育培训-教育产品研发-课程编辑,"内容创作,课程设计,教育理念,教材更新,文本审核"
农/林/牧/渔-畜牧/渔业-畜牧兽医,"农/林/牧/渔-畜牧/渔业-畜牧兽医,技术服务,疫病诊断,医疗保健,兽医管理"
技术-人工智能-算法工程师,"算法设计,机器学习,模型优化,视觉处理,自然语言处理"
技术-数据-数据架构师,"数据架构设计,数据管理策略,系统集成,数据流程优化,大数据技术"
医疗健康-医生/医技-中医,"中医诊疗,病历管理,推拿按摩,中医养生,脉象诊断"
生产制造-技工/普工-学徒工,"学徒工作,操作机械,技术学习,实践经验,多元技能"
设计-游戏设计-游戏场景,"游戏场景设计,3D模型制作,UE4引擎应用,场景氛围营造,美术资源管理"
医疗健康-医生/医技-口腔科医生,"口腔种植,牙科治疗,诊断能力,四手操作,客户沟通"
供应链/物流-高端供应链职位-供应链总监,"战略规划,供应链优化,团队管理,高端物流,项目领导"
技术-项目管理-实施工程师,"技术实施,项目管理,客户支持,系统培训,软硬件运维"
采购/贸易-采购-投标专员,"投标管理,采购协调,合同审查,市场调研,文件整理"
生产制造-化工-食品/饮料研发,"食品研发,化工知识,安全标准,创新能力,味觉测试"
教育培训-教师-感统训练教师,"感统训练,家长沟通,教学活动,课程设计,感统课程教学"
服务业-安保/家政/维修-月嫂,"月嫂服务,新生儿护理,产妇护理,制作月子餐,育儿知识指导"
生产制造-环保-EHS工程师,"环保法规遵从,环境风险评估,安全体系建设,废弃物处理,持续改进"
运营-运营-新媒体运营,"新媒体运营,内容创作,平台管理,数据分析,活动策划"
医疗健康-药店-执业药师/驻店药师,"药品管理,质量监督,销售服务,药学咨询,专业培训。"
技术-测试-自动化测试,"自动化测试,测试脚本编写,性能测试,自动化测试框架,缺陷管理"
教育培训-特长培训-吉他教师,"教育培训,吉他演奏,教学方法,音乐素养,学员互动"
供应链/物流-物流-供应链专员,配送流程管理
生产制造-技工/普工-包装工,"包装操作,生产效率,质量检验,物料搬运,机器操作"
供应链/物流-物流-货运代理专员,"物流协调,货物运输,客户服务,代理协议,供应链优化"
服务业-美容保健-纹绣师,"美容技术,纹绣设计,客户服务,质量控制,设备维护"
服务业-餐饮-收银,"收银管理,客户服务,财务核算,商品销售,团队合作"
产品-产品经理-电商产品经理,"电商产品管理,市场调研,产品规划,新品开发,用户需求分析"
销售-医疗销售-医疗器械销售,"销售策略,客户关系管理,医疗产品知识,市场拓展,售后服务"
服务业-零售-店员/营业员,"店内清洁,客户服务,商品销售,店面整理,收银操作"
技术-前端/移动开发-Android,"Android开发,应用维护,架构设计,代码优化,性能调优"
房地产/建筑-工程管理-资料员,"工程资料管理,文档处理,资料归档,办公软件操作,资质申报"
生产制造-生产营运-厂务,"生产制造,厂务系统维护,设备管理与维修,能源与环境控制,团队管理与协调"
房地产/建筑-装饰装修-软装设计师,"软装设计,室内配饰,材料选型,方案沟通,施工监理"
人力/财务/行政-人力资源-组织发展,"组织发展,人才管理,培训规划,绩效评估,系统建设"
服务业-汽车服务-汽车查勘定损,"汽车查勘,损失评估,事故处理,理赔管理,客户沟通"
教育培训-教育行政-班主任/辅导员,"班主任/辅导员,学生管理,家长沟通,课程规划,续费推广"
供应链/物流-物流-水/空/陆运操作,"水/空/陆运操作,单证处理,报关经验,货物跟踪,物流管理。"
供应链/物流-交通/运输-驾校教练,"驾校教练,驾驶教学,学员管理,实操培训,科目二科目三"
生产制造-机械设计/制造-夹具工程师,"机械设计,夹具设计,自动化设备,设备维护,CAD软件应用"
服务业-餐饮-茶艺师,"茶艺服务,茶叶品质鉴别,客户服务,产品销售,茶文化推广"
人力/财务/行政-人力资源-薪酬绩效,"薪酬核算,绩效考核,数据分析,体系搭建,人力资源政策"
旅游-旅游服务-讲解员,"旅游讲解,客户服务,展厅管理,接待流程,文化传播"
医疗健康-医生/医技-验光师,"诊断视力,配镜技术,眼科知识,顾客咨询,视光服务"
教育培训-教师-美术教师,"美术教学,创意设计,色彩理论,学生指导,课堂管理"
教育培训-教师-教师,"教学管理,课程研发,学生辅导,家长沟通,班级管理"
咨询/翻译/法律-咨询/调研-婚恋咨询师,"心理咨询,婚恋问题分析,沟通技巧,客户关系,婚恋市场了解"
生产制造-新能源-线束设计,"新能源,线束设计,电气工程,生产工艺,材料选择"
农/林/牧/渔-畜牧/渔业-饲养员,"养殖管理,动物饲养,生物安全,畜牧技术,日常护理"
生产制造-环保-环保工程师,"环保工程师,废气处理,污水处理,环评编制,设备管理"
销售-医疗销售-医药代表,"销售能力,医药知识,客户关系,市场开发,销售业绩"
运营-编辑-网站编辑,"内容策划,文字编辑,网站维护,SEO优化,版面设计"
金融-中后台-合规稽查,"金融法规,风险控制,稽查审查,内控体系,合规审查"
咨询/翻译/法律-咨询/调研-市场调研,"市场分析,调研设计,数据收集,报告编写,客户沟通"
传媒-影视媒体-摄影/摄像师,"摄影/摄像,视频剪辑,短视频制作,脚本策划,审美标准"
销售-销售-销售工程师,"机电设备销售,项目销售管理,大客户维护,市场推广活动,新产品推广"
技术-项目管理-实施顾问,"实施顾问,项目管理,MES系统实施,ERP系统实施,需求分析"
教育培训-教师-体育教师/体育教练,"体育教学,课程开发,客户关系管理,教练技能,教学质量控制"
人力/财务/行政-行政-前台,"前台接待,客户服务,行政管理,办公环境维护,信息登记"
人力/财务/行政-财务-总账会计,"总账会计,财务报表,纳税申报,会计核算,成本控制"
生产制造-汽车制造-汽车电子工程师,"汽车电子,系统集成,电路设计,故障分析,信号处理"
服务业-餐饮-厨师,"厨艺技能,川菜烹饪,海鲜料理,烤制技艺,中餐料理"
生产制造-质量安全-汽车质量工程师,"质量控制,汽车行业经验,安全标准,质量保证,检测测试"
技术-硬件开发-DSP开发,"DSP软件开发,控制系统设计,嵌入式编程,逆变器软件开发,算法实现与优化"
采购/贸易-采购-商品经理,"商品管理,市场分析,采购策略,供应链优化,跨部门协作"
教育培训-教师-幼教,"幼儿教育,班级管理,家长沟通,课程教学,看护照料"
医疗健康-医生/医技-检验科医师,"诊断分析,实验室技术,医疗报告,样本测试,结果解读"
房地产/建筑-房地产规划开发-地产项目管理,"房地产项目管理,土地资源评估,政府关系协调,地产项目运营,项目前期报批"
产品-产品经理-AI产品经理,"AI产品规划,需求分析,产品管理,市场分析,AI技术应用"
技术-人工智能-深度学习,"深度学习,图像处理,计算机视觉,算法开发,模型优化"
运营-运营-拼多多运营,"电商运营,活动策划,产品推广,数据分析,团队协作"
咨询/翻译/法律-律师-律师助理,"案件管理,法律文书撰写,客户关系维护,案件跟进,诉讼代理"
生产制造-机械设计/制造-机电工程师,"机械设计/制造,机电一体化设计,电气系统调试,自动化控制设计,维修保养技术"
教育培训-特长培训-表演教师,"表演教学,语言艺术,课程规划与创新,艺考指导,节目排演"
生产制造-质量安全-体系审核员,"质量体系审核,审核方案管理,食品安全卫生审核,产品质量检验,ISO体系审核"
服务业-餐饮-行政总厨,"餐饮管理,菜品研发,质量控制,成本管理,团队领导"
高级管理-高级管理职位-副总裁/副总经理/VP,"决策制定,战略规划,团队领导,业务协调,资源分配"
产品-产品经理-产品专员,"产品开发,市场分析,产品管理,销售与推广,客户服务"
教育培训-教师-理科教师,"理科知识,教学能力,课程设计,学生引导,科学实验"
医疗健康-护士/护理-护士,口腔护理、患者接待、护理操作、医疗文件管理、临床支持
销售-销售-客户代表,"销售技巧,客户关系管理,市场推广,产品销售推广,大客户管理"
高级管理-高级管理职位-总助/CEO助理/董事长助理,"日常事务管理,战略规划,团队协调,高级行政协助,商务谈判"
人力/财务/行政-行政-行政总监,"管理能力,组织协调,行政决策,人事资源,政策执行"
技术-前端/移动开发-iOS,"iOS开发,应用迭代,技术研究,架构设计,性能优化"
服务业-安保/家政/维修-育婴师,"服务业-安保/家政/维修-育婴师,婴幼儿护理,婴幼儿教育,育儿知识,潜能开发,家政服务"
采购/贸易-采购-采购总监,"供应链管理,采购策略制定,供应商开发与维护,跨部门协作,成本控制"
房地产/建筑-房地产规划开发-地产招投标,"房地产规划,招投标管理,合同审批,标书制作,项目协调"
传媒-影视媒体-影视策划,"创意构思,影视剧本,市场分析,媒体合作,项目管理"
生产制造-能源/地质-光伏系统工程师,"光伏系统,能源工程,系统设计,设备维护,清洁能源"
设计-视觉/交互设计-动画设计,"动画设计,3D建模,渲染技巧,动画制作流程,分镜绘制"
房地产/建筑-物业管理-综合维修工,"综合维修,设施设备管理,物业服务,水电维护,安全检查"
技术-电子/半导体-电气设计工程师,"电气设计,自动化设备设计,电气控制系统,技术资料管理,项目设计管理"
销售-医疗销售-健康顾问,"销售技巧,客户关系维护,产品推广,健康咨询服务,销售目标达成"
运营-客服-客服经理,"客服管理,客户关系维护,服务流程优化,团队领导,业务处理"
生产制造-新能源-电机工程师,"电机设计,新能源技术,控制系统开发,电磁分析,技术研发与优化"
传媒-影视媒体-游戏主播,"游戏直播,粉丝互动,直播推广,游戏技能展示,互动交流"
生产制造-机械设计/制造-注塑工程师,"机械设计,注塑技术,产品调试,模具管理,质量控制"
服务业-酒店-客房服务员,"客房清洁,客房服务,清洁工具维护,客人需求响应,布草处理"
市场-市场/营销-活动策划,"市场分析,活动创意,营销策略,项目管理,团队协作"
技术-电子/半导体-电子维修技术员,"电子维修技术,SMT设备编程,不良品维修记录,设备日常维护,电子焊接"
运营-运营-线下拓展运营,"线下拓展,运营策略,市场调研,客户关系,区域管理"
技术-后端开发-PHP,"后端开发,PHP语言,API接口开发,网站及应用开发,数据库及缓存技术应用"
技术-电子/半导体-电子工程师,"电子设计,电路分析,半导体技术,产品测试,PCB布局"
设计-视觉/交互设计-美工,"设计,视觉效果,交互设计,创意能力,艺术审美"
教育培训-教师-生物教师,"生物教学,高中教育,教研活动,提分方案,教学计划制定"
医疗健康-医生/医技-医生助理,医务助理相关工作，包括证件变更办理、培训安排、会议记录、医疗数据收集分析、医生行程协助安排等。
生产制造-机械设计/制造-机械维修/保养,"设备维修,设备保养,故障排除,技术培训,操作指导"
市场-会务会展-会议活动执行,会务执行、客户沟通、项目管理、服务质量监督、会议策划
医疗健康-药店-药店店员,"医疗服务,药品销售,顾客服务,药品管理,药品知识"
医疗健康-医疗器械-医疗器械注册,"医疗器械注册,法规合规,产品认证,临床评价,质量管理"
市场-公关媒介-媒介专员,"媒介拓展,达人合作,品牌推广,数据分析,新媒体运营"
咨询/翻译/法律-翻译-其他语种翻译,"翻译校对,多语种沟通,本地化管理,国际客服,文档管理"
人力/财务/行政-行政-后勤,"行政管理,后勤服务,物资保管,客户协调,文档管理"
生产制造-技工/普工-普工/操作工,"生产制造,手工技艺,设备操作,产品质量,生产效率"
房地产/建筑-工程管理-工程预算,"室内装修设计,工程预算编制,招投标管理,成本控制,投标报价"
传媒-采编/写作/出版-编辑,"内容策划,文字编辑,版面设计,团队协作,媒体规范"
采购/贸易-采购-采购经理/主管,"采购策略制定,成本控制,供应商管理,团队协调,合同谈判"
技术-电子/半导体-FAE,"电子技术支持,客户需求分析,产品推广与培训,技术文档编写,自动化设备技术支持"
技术-高端技术职位-CTO,"技术研发,团队领导,项目管理,创新决策,软件架构"
人力/财务/行政-行政-行政经理/主管,"人力资源管理,行政事务协调,团队领导,办公流程优化,预算控制"
教育培训-教育行政-园长/副园长,"教育管理,团队建设,家长沟通,教学监管,幼儿园运营"
市场-市场/营销-SEM,"关键词1:SEM竞价
关键词2:数据分析
关键词3:营销策略制定
关键词4:客户服务沟通
关键词5:账户优化管理"
销售-销售行政/商务-客户成功,"销售技能,客户关系维护,续约率管理,需求分析,产品培训"
人力/财务/行政-财务-结算会计,"结算会计,财务数据分析,店面收银,客户对账,资金管理"
旅游-旅游产品开发/策划-旅游产品经理,"旅游产品设计,市场分析,产品管理,业务拓展,客户关系管理"
生产制造-化工-实验室技术员,"化工产品质量检验,实验室技术操作,微生物检测,理化性质分析,技术文件管理"
医疗健康-医疗器械-医疗器械生产/质量管理,"医疗器械生产,质量控制,生产流程管理,产品安全标准,GMP认证"
服务业-酒店-酒店前厅经理,"服务管理,客户关系,前厅运营,员工培训,收入优化"
服务业-餐饮-面点师,"面点制作,烘焙技术,手工技艺,质量控制,制作多样性"
教育培训-教师-语文教师,"语文教学,教学计划,教研活动,课后辅导,家长沟通"
市场-广告-广告/会展项目经理,"市场分析,广告策划,项目管理,客户沟通,创意思维"
人力/财务/行政-财务-税务外勤会计,"税务处理,外勤服务,财务报表,税务审计,会计法规"
咨询/翻译/法律-咨询/调研-战略咨询,"战略规划,市场研究,业务分析,咨询服务,战略执行"
运营-运营-京东运营,"京东平台运营,电商运营策略,用户增长推广,活动策划执行,数据分析优化"
运营-高端运营职位-运营经理/主管,"外卖运营管理,用户留存提升,数据监控分析,营销推广策略,活动策划执行"
医疗健康-医生/医技-药剂师,"药物配制,药品管理,临床药学,患者指导,药物知识"
咨询/翻译/法律-咨询/调研-企业管理咨询,"企业管理咨询,项目管理与执行,客户服务与沟通,业务需求调研,报告与方案编制"
生产制造-机械设计/制造-工艺工程师,工艺优化、生产效率提升、新产品导入、工程文件编制、质量控制。
咨询/翻译/法律-咨询/调研-咨询项目管理,"咨询项目管理,报告编制,项目申报,业务沟通,市场研究"
房地产/建筑-物业管理-绿化工,"园林维护,环境美化,植物配置,景观设计,物业管理"
传媒-采编/写作/出版-印刷排版,"印刷排版设计,图文快印服务,包装设计制作,平面设计操作,教材排版编辑"
传媒-影视媒体-带货主播,"带货主播,直播销售,产品展示,粉丝互动,带货技巧"
运营-客服-售后客服,"客户服务,问题解决,售后支持,沟通能力,流程管理"
市场-高端市场职位-市场总监,"市场分析,品牌推广,高端市场,团队领导,绩效管理"
服务业-酒店-民宿管家,"民宿运营,客户服务,房间管理,预订安排,日常维护"
技术-数据-数据仓库,大数据处理、数据模型设计、ETL开发与优化，以及数据质量与治理。
服务业-零售-理货员,"理货,商品管理,顾客服务,仓库整理,补货上架"
市场-市场/营销-市场推广,"市场分析,营销策略,品牌推广,客户关系,广告创意"
房地产/建筑-建筑/规划设计-暖通工程师,"暖通设计,工程管理,系统维护,节能优化,项目协调"
传媒-影视媒体-录音/音效,"录音混音技术支持,音效设计与制作,声音录制与处理,现场扩声技术操作,演出音响调试维护"
销售-金融销售-证券经纪人,"金融产品知识,客户关系管理,销售策略制定,业绩目标达成,金融市场分析"
医疗健康-医生/医技-幼儿园保健医,"儿童健康,预防接种,健康教育,日常诊疗,心理咨询"
传媒-影视媒体-视频编辑,"视频剪辑,创意设计,后期制作,多媒体素材,故事叙述"
服务业-美容保健-美睫师,"美睫设计,顾客服务,美容技巧,时尚感强,卫生管理"
运营-客服-客服主管,"客服团队管理,业务流程优化,数据分析,客户体验提升,团队文化策略"
销售-销售-大客户代表,"大客户维护,销售策略,业绩目标,关系建立,市场分析"
设计-非视觉设计-家居设计,"家居设计,创意构思,空间规划,家具选型,审美能力"
生产制造-技工/普工-铆工,"铆接,钢结构加工,图纸解读,自动化设备操作,质量控制"
产品-产品经理-硬件产品经理,"硬件产品开发,产品规划,市场调研,硬件设计,项目管理"
供应链/物流-仓储-仓库文员,"仓库管理,数据录入,订单处理,库存控制,办公室行政"
供应链/物流-物流-物流跟单,"物流跟单,订单管理,客户沟通,货运安排,货物追踪"
服务业-餐饮-传菜员,"传菜服务,区域卫生,顾客接待,日常运营,服务员任务"
服务业-其他服务业职位-网吧网管,"网络维护,故障排除,客户服务,安全管理,技术支持"
服务业-餐饮-餐饮储备店长/干部,"团队管理,顾客服务,餐饮运营,库存管理,利润分析"
金融-银行-柜员,"客户服务,业务办理,风险管理,客户咨询,资料管理"
供应链/物流-交通/运输-运输经理/主管,"运输成本控制,物流管理,车队管理,客户开发,运输调度"
传媒-影视媒体-演员/配音/模特,"直播,化妆技巧,角色扮演,短视频拍摄,模特展示"
生产制造-服装/纺织/皮革-打样/制版,"服装打版,样衣制作,版型调整,服装设计,工艺指导"
